,Title,Price,PID,Location
5102,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 13,000,000/year ",0LDCZ,Lekki Phase 1 Lekki Lagos
5103,Commercial Property for rent Ejigbo Lagos Mainland Ejigbo Ejigbo Lagos," 4,000,000/year ",5KTDY,Ejigbo Lagos Mainland Ejigbo Ejigbo Lagos
5104,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 5,500,000/year ",0KQCY,Lekki Phase 1 Lekki Lagos
5105,"Flat / Apartment for rent Akoka Area, Yaba Lagos"," 1,300,000/year ",9KNCV,"Akoka Area, Yaba Lagos"
5106,"4 bedroom House for rent Orchid Drive,eti Osa Lekki Lagos"," 5,000,000/year ",9LBFV,"Orchid Drive,eti Osa Lekki Lagos"
5107,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,200,000/year ",7LCBM,Ajao Estate Isolo Lagos
5108,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,500,000/year ",7LCBN,Ajao Estate Isolo Lagos
5109,4 bedroom House for rent Eti Osa chevron Lekki Lagos," 5,000,000/year ",2LBFU,Eti Osa Chevron Lekki Lagos
5110,"Flat / Apartment for rent Freedom Way, Phase 1 Lekki Lagos"," 2,500,000/year ",8JURA,"Freedom Way, Phase 1 Lekki Lagos"
5111,"Flat / Apartment for rent Freedom Way, Phase 1 Lekki Lagos"," 2,500,000/year ",8JURA,"Freedom Way, Phase 1 Lekki Lagos"
5112,1 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,000,000/year ",6LDCK,Ajao Estate Isolo Lagos
5113,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,000,000/year ",7LBRD,Ajao Estate Isolo Lagos
5114,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 850,000/year ",7LCBX,Ajao Estate Isolo Lagos
5115,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,800,000/year ",3LCBX,Ajao Estate Isolo Lagos
5116,3 bedroom Flat / Apartment for rent Awoyaya Ajah Lagos," 1,500,000/year ",9JUTJ,Awoyaya Ajah Lagos
5117,3 bedroom Flat / Apartment for rent chevron Lekki Lagos," 7,500,000/year ",4LDJQ,Chevron Lekki Lagos
5118,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,000,000/year ",9LBRC,Ajao Estate Isolo Lagos
5119,1 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 6,000,000/year ",2LDLJ,Osapa London Lekki Lagos
5120,2 bedroom Flat / Apartment for rent Lekki Lagos," 6,000,000/year ",8LBHC,Lekki Lagos
5121,Flat / Apartment for rent  Adekunle Yaba Lagos," 1,000,000/year ",5KNYP,Adekunle Yaba Lagos
5122,3 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos," 1,400,000/year ",3LCBN,Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos
5123,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 800,000/year ",5LBRD,Ajao Estate Isolo Lagos
5124,4 bedroom House for rent Osapa london Lekki Lagos," 10,500,000/year ",4KXCQ,Osapa London Lekki Lagos
5125,Flat / Apartment for rent Ikota Lekki Lagos," 1,000,000/year ",1KRVU,Ikota Lekki Lagos
5126,"3 bedroom Flat / Apartment for rent Beside Blenco Mall, Olokonla Ajah Lagos"," 1,800,000/year ",7KEFA,"Beside Blenco Mall, Olokonla Ajah Lagos"
5127,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,800,000/year ",9LCWW,Ajao Estate Isolo Lagos
5128,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,800,000/year ",9LCWW,Ajao Estate Isolo Lagos
5129,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 5,000,000/year ",1KZJP,Ikate Lekki Lagos
5130,4 bedroom House for rent Ikate Lekki Lagos," 8,000,000/year ",5LDDS,Ikate Lekki Lagos
5131,1 bedroom Flat / Apartment for rent  Lekki Lagos," 3,500,000/year ",6LDDA,Lekki Lagos
5132,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,500,000/year ",2LBRE,Ajao Estate Isolo Lagos
5133,4 bedroom House for rent Osapa london Lekki Lagos," 6,500,000/year ",9LBLA,Osapa London Lekki Lagos
5134,4 bedroom House for rent  Lekki Lagos," 15,000,000/year ",5LCTX,Lekki Lagos
5135,Commercial Property for rent  Oke-Afa Isolo Lagos," 2,000,000/year ",1LANM,Oke Afa Isolo Lagos
5136,Commercial Property for rent Lagos Mainland Ejigbo Lagos," 4,000,000/year ",9KJUU,Lagos Mainland Ejigbo Lagos
5137,Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,000,000/year ",9KXVX,Ajao Estate Isolo Lagos
5138,4 bedroom House for rent Ologolo Lekki Lagos," 5,000,000/year ",2LCQT,Ologolo Lekki Lagos
5139,2 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 4,000,000/year ",0LDDX,Ologolo Lekki Lagos
5140,3 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,100,000/year ",5LCBM,Ajao Estate Isolo Lagos
5141,3 bedroom Flat / Apartment for rent Off Palace Way ONIRU Victoria Island Lagos," 10,000,000/year ",5LCTP,Off Palace Way Oniru Victoria Island Lagos
5142,Flat / Apartment for rent Akoka Area Yaba Lagos," 700,000/year ",9KMFA,Akoka Area Yaba Lagos
5143,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 85,000/year ",8KZKG,Ikoyi Lagos
5144,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",0LBRN,Lekki Phase 1 Lekki Lagos
5145,4 bedroom Flat / Apartment for rent Eti Osa Agungi Lekki Lagos," 2,600,000/year ",1LBFV,Eti Osa Agungi Lekki Lagos
5146,2 bedroom Flat / Apartment for rent  Allen Avenue Ikeja Lagos," 2,500,000/year ",6LBHY,Allen Avenue Ikeja Lagos
5147,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 1,200,000/year ",0LBRD,Ajao Estate Isolo Lagos
5148,4 bedroom House for rent Ikota Gra Mega Chicken Lekki Eti Osa Lekki Lagos," 5,500,000/year ",3KZMY,Ikota Gra Mega Chicken Lekki Eti Osa Lekki Lagos
5149,4 bedroom House for rent Ikate Lekki Lagos," 20,000,000/year ",9LDFP,Ikate Lekki Lagos
5150,Commercial Property for rent Oke Afa Isolo Lagos Mainland Oke-Afa Isolo Lagos," 9,000,000/year ",6KGFT,Oke Afa Isolo Lagos Mainland Oke Afa Isolo Lagos
5151,Commercial Property for rent Oke Afa Isolo Lagos Mainland Oke-Afa Isolo Lagos," 6,000,000/year ",9KTDY,Oke Afa Isolo Lagos Mainland Oke Afa Isolo Lagos
5152,2 bedroom Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 5,000,000/year ",3LDDU,Lekki Phase 1 Lekki Lagos
5153,3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 8,000,000/year ",5KZSB,Oniru Victoria Island Lagos
5154,3 bedroom House for rent Ikoyi Lagos," 30,000,000/year ",3KZKJ,Ikoyi Lagos
5155,Flat / Apartment for rent  Abule-Ijesha Yaba Lagos," 1,000,000/year ",2KNYQ,Abule Ijesha Yaba Lagos
5156,2 bedroom Flat / Apartment for rent Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos," 2,300,000 ",0LBKG,Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos
5157,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",4KZCN,Lekki Phase 1 Lekki Lagos
5158,"Flat / Apartment for rent Akoka Area, Yaba Lagos"," 800,000/year ",1KMMJ,"Akoka Area, Yaba Lagos"
5159,2 bedroom Flat / Apartment for rent  Ajao Estate Isolo Lagos," 2,000,000/year ",9LBBX,Ajao Estate Isolo Lagos
5160,Flat / Apartment for rent  Ajao Estate Isolo Lagos," 400,000/year ",2KNEP,Ajao Estate Isolo Lagos
5161,3 bedroom House for rent Lekki Epe Expressway Awoyaya Ajah Lagos," 1,200,000/year ",7LDMW,Lekki Epe Expressway Awoyaya Ajah Lagos
5162,"Flat / Apartment for rent Off Estate Road, Alapere Lagos Alapere Kosofe/Ikosi Lagos"," 600,000/year ",9LDLP,"Off Estate Road, Alapere Lagos Alapere Kosofe Ikosi Lagos"
5163,"Flat / Apartment for rent Off Estate Road, Alapere Lagos Alapere Kosofe/Ikosi Lagos"," 600,000/year ",9LDLP,"Off Estate Road, Alapere Lagos Alapere Kosofe Ikosi Lagos"
5164,3 bedroom House for rent Ahmadu Bello Way Victoria Island Lagos," 9,000,000/year ",1LDMD,Ahmadu Bello Way Victoria Island Lagos
5165,4 bedroom Flat / Apartment for rent Palmview Estate Oko oba Agege Lagos," 1,500,000/year ",3LDMC,Palmview Estate Oko Oba Agege Lagos
5166,3 bedroom House for rent ONIRU Victoria Island Lagos," 7,000,000/year ",1LDMB,Oniru Victoria Island Lagos
5167,Flat / Apartment for rent Off Estate Road Alapere Kosofe/Ikosi Lagos," 600,000/year ",4LCRV,Off Estate Road Alapere Kosofe Ikosi Lagos
5168,2 bedroom House for rent Ado Ajah Lagos," 2,500,000/year ",7LDLJ,Ado Ajah Lagos
5169,Flat / Apartment for rent Igbo-efon Lekki Lagos," 950,000/year ",2LDLC,Igbo Efon Lekki Lagos
5170,5 bedroom House for rent Orchid Road orchid Lekki Lagos," 90,000,000/year ",4LDKR,Orchid Road Orchid Lekki Lagos
5171,2 bedroom House for rent Iyana Ipaja Ipaja Lagos," 700,000/year ",4LDKP,Iyana Ipaja Ipaja Lagos
5172,1 bedroom Flat / Apartment for rent Dpk Estate orchid Lekki Lagos," 800,000/year ",8LDKG,Dpk Estate Orchid Lekki Lagos
5173,1 bedroom Flat / Apartment for rent Off Masha Road Rabiatu Thomson Crescent Suruler Masha Surulere Lagos," 550,000/year ",6LDJX,Off Masha Road Rabiatu Thomson Crescent Suruler Masha Surulere Lagos
5174,4 bedroom House for rent Gra Ikota Lekki Lagos," 4,000,000/year ",7LDJU,Gra Ikota Lekki Lagos
5175,1 bedroom Flat / Apartment for rent Idado Lekki Lagos," 2,200,000/year ",4LDJU,Idado Lekki Lagos
5176,2 bedroom Flat / Apartment for rent Olowora Olowora Ojodu Lagos," 1,500,000/year ",6LDJR,Olowora Olowora Ojodu Lagos
5177,"Commercial Property for rent Admiralty Way, Lekki Phase 1 Lekki Lagos"," 50,000,000/year ",0LDJR,"Admiralty Way, Lekki Phase 1 Lekki Lagos"
5178,4 bedroom House for rent Osapa london Lekki Lagos," 8,000,000/year ",2LDJQ,Osapa London Lekki Lagos
5179,2 bedroom Flat / Apartment for rent Thomas estate Ajah Lagos," 2,200,000/year ",9LDJM,Thomas Estate Ajah Lagos
5180,2 bedroom Flat / Apartment for rent Thomas estate Ajah Lagos," 2,200,000/year ",9LDJM,Thomas Estate Ajah Lagos
5181,3 bedroom Flat / Apartment for rent Seaside Estate Badore Ajah Lagos," 2,500,000/year ",3LDJM,Seaside Estate Badore Ajah Lagos
5182,Flat / Apartment for rent Akoka Yaba Lagos," 650,000/year ",1LDJK,Akoka Yaba Lagos
5183,5 bedroom House for rent Omole phase 2 Ojodu Lagos," 10,000,000/year ",0LDJC,Omole Phase 2 Ojodu Lagos
5184,Flat / Apartment for rent Egbeda Alimosho Lagos," 500,000/year ",9KQMG,Egbeda Alimosho Lagos
5185,2 bedroom Flat / Apartment for rent Magodo Brooks Gra Magodo GRA Phase 1 Ojodu Lagos," 4,000,000/year ",8LDHZ,Magodo Brooks Gra Magodo Gra Phase 1 Ojodu Lagos
5186,Flat / Apartment for rent Sangotedo Ajah Lagos," 1,500,000/year ",2LDHY,Sangotedo Ajah Lagos
5187,2 bedroom House for rent 39 Off Allen Avenue Estate Ikeja Lagos," 2,000,000/year ",0LDHT,39 Off Allen Avenue Estate Ikeja Lagos
5188,1 bedroom Flat / Apartment for rent Van Daniel Estate orchid Lekki Lagos," 1,700,000/year ",0LDHQ,Van Daniel Estate Orchid Lekki Lagos
5189,Flat / Apartment for rent  chevron Lekki Lagos," 1,100,000/year ",4LDHR,Chevron Lekki Lagos
5190,Flat / Apartment for rent Van Daniel Estate orchid Lekki Lagos," 1,500,000/year ",1LDHQ,Van Daniel Estate Orchid Lekki Lagos
5191,Flat / Apartment for rent Sunny Villa Estate Badore Ajah Lagos," 500,000/year ",9LDHP,Sunny Villa Estate Badore Ajah Lagos
5192,1 bedroom Flat / Apartment for rent  Ologolo Lekki Lagos," 1,800,000/year ",4LDHJ,Ologolo Lekki Lagos
5193,4 bedroom House for rent Ikota School Ikota Lekki Lagos," 5,000,000/year ",6LDHG,Ikota School Ikota Lekki Lagos
5194,3 bedroom Flat / Apartment for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 5,500,000/year ",6LDHE,Off Freedom Way Lekki Phase 1 Lekki Lagos
5195,3 bedroom House for rent 2nd Avenue Extension Ikoyi Lagos," 15,000,000/year ",6LDGY,2nd Avenue Extension Ikoyi Lagos
5196,5 bedroom House for rent chevron Lekki Lagos," 8,000,000/year ",2LDGN,Chevron Lekki Lagos
5197,2 bedroom Flat / Apartment for rent Off College Road Ifako-ogba Ogba Lagos," 2,200,000/year ",4LDFR,Off College Road Ifako Ogba Ogba Lagos
5198,1 bedroom Flat / Apartment for rent Seaside Estate Badore Ajah Lagos," 500,000/year ",6LDFL,Seaside Estate Badore Ajah Lagos
5199,1 bedroom Flat / Apartment for rent  Osapa london Lekki Lagos," 6,000,000/year ",1LDFH,Osapa London Lekki Lagos
5200,1 bedroom Flat / Apartment for rent  Osapa london Lekki Lagos," 6,000,000/year ",0LDFH,Osapa London Lekki Lagos
5201,1 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 5,500,000/year ",8LDFF,Oniru Victoria Island Lagos
5202,4 bedroom House for rent Banana Island Ikoyi Lagos," 25,000,000/year ",6LDFB,Banana Island Ikoyi Lagos
5203,2 bedroom Flat / Apartment for rent Off Ikj Bus Stop Bucknor Isolo Lagos," 1,100,000/year ",6LDFA,Off Ikj Bus Stop Bucknor Isolo Lagos
5204,Flat / Apartment for rent Shomolu Lagos," 1,000,000/year ",3KSHU,Shomolu Lagos
5205,3 bedroom Flat / Apartment for rent Osborne Foreshore Estate Ikoyi Lagos," 9,500,000/year ",5LBWR,Osborne Foreshore Estate Ikoyi Lagos
5206,Flat / Apartment for rent Eric Manuel Off Bode Thomas Surulere Lagos," 2,000,000/year ",8LARY,Eric Manuel Off Bode Thomas Surulere Lagos
5207,Flat / Apartment for rent Waec Area Yaba Shomolu Lagos," 1,700,000/year ",9KSSH,Waec Area Yaba Shomolu Lagos
5208,Flat / Apartment for rent Salem Lekki Lagos," 1,400,000/year ",6LBDT,Salem Lekki Lagos
5209,Flat / Apartment for rent Ajayi Street Onike Yaba Lagos," 600,000/year ",3KQPW,Ajayi Street Onike Yaba Lagos
5210,Flat / Apartment for rent ONIRU Victoria Island Lagos," 5,000,000/year ",3KWWR,Oniru Victoria Island Lagos
5211,Flat / Apartment for rent Ajayi Street Onike Yaba Lagos," 1,200,000/year ",1KPYM,Ajayi Street Onike Yaba Lagos
5212,4 bedroom Flat / Apartment for rent Phase 1 Gbagada Lagos," 7,000,000/year ",4LAZN,Phase 1 Gbagada Lagos
5213,Flat / Apartment for rent  Shomolu Lagos," 1,200,000/year ",9KPGS,Shomolu Lagos
5214,Flat / Apartment for rent Oyadiran Extension Sabo Yaba Lagos," 3,000,000/year ",8KUZC,Oyadiran Extension Sabo Yaba Lagos
5215,Flat / Apartment for rent Oyadiran Extension Sabo Yaba Lagos," 3,000,000/year ",8KUZC,Oyadiran Extension Sabo Yaba Lagos
5216,3 bedroom Flat / Apartment for rent Phase 1 Osborne Foreshore Estate Ikoyi Lagos," 10,000,000/year ",9LBWE,Phase 1 Osborne Foreshore Estate Ikoyi Lagos
5217,Flat / Apartment for rent Ifako-gbagada Gbagada Lagos," 1,200,000/year ",6KWYW,Ifako Gbagada Gbagada Lagos
5218,Flat / Apartment for rent Akoka Yaba Lagos," 600,000/year ",0KSUL,Akoka Yaba Lagos
5219,Flat / Apartment for rent  Akoka Yaba Lagos," 2,000,000/year ",8KNZS,Akoka Yaba Lagos
5220,Flat / Apartment for rent Osborne Foreshore Estate Ikoyi Lagos," 13,000,000/year ",7LBWE,Osborne Foreshore Estate Ikoyi Lagos
5221,Flat / Apartment for rent Alagomeji Yaba Lagos," 2,500,000/year ",7KRZE,Alagomeji Yaba Lagos
5222,Flat / Apartment for rent Shomolu Lagos," 600,000/year ",6KSHU,Shomolu Lagos
5223,Flat / Apartment for rent Shomolu Lagos," 1,000,000/year ",2KUZD,Shomolu Lagos
5224,Flat / Apartment for rent Moroco Area Shomolu Lagos," 1,500,000/year ",4KWKD,Moroco Area Shomolu Lagos
5225,Flat / Apartment for rent Yaba Lagos," 1,000,000/year ",9KRTH,Yaba Lagos
5226,Flat / Apartment for rent Aguda Surulere Lagos," 1,500,000/year ",4KXPV,Aguda Surulere Lagos
5227,Flat / Apartment for rent Charley Boy Area Shomolu Lagos," 1,500,000/year ",8KQFA,Charley Boy Area Shomolu Lagos
5228,5 bedroom House for rent orchid Lekki Lagos," 5,000,000/year ",4LBJV,Orchid Lekki Lagos
5229,Flat / Apartment for rent Fola Agoro Yaba Lagos," 700,000/year ",5KSYY,Fola Agoro Yaba Lagos
5230,Flat / Apartment for rent Alagomeji Yaba Lagos," 1,300,000/year ",6KZCV,Alagomeji Yaba Lagos
5231,Flat / Apartment for rent Onike Yaba Lagos," 650,000/year ",4KQPW,Onike Yaba Lagos
5232,Flat / Apartment for rent Onike Yaba Lagos," 650,000/year ",4KQPW,Onike Yaba Lagos
5233,2 bedroom Flat / Apartment for rent Randle Avenue Surulere Lagos," 2,500,000/year ",2LBDE,Randle Avenue Surulere Lagos
5234,Flat / Apartment for rent Off Folagoro Fola Agoro Yaba Lagos," 700,000/year ",7KRTJ,Off Folagoro Fola Agoro Yaba Lagos
5235,Flat / Apartment for rent Fola Agoro Yaba Lagos," 1,300,000/year ",4KSYY,Fola Agoro Yaba Lagos
5236,Flat / Apartment for rent Shomolu Lagos," 550,000/year ",6KWKD,Shomolu Lagos
5237,Flat / Apartment for rent Off Bode Thomas Ilupeju Lagos," 2,000,000/year ",3LARZ,Off Bode Thomas Ilupeju Lagos
5238,Flat / Apartment for rent Shomolu Lagos," 1,300,000/year ",4KUZE,Shomolu Lagos
5239,Flat / Apartment for rent Abule-Ijesha Yaba Lagos," 1,000,000/year ",1KWHE,Abule Ijesha Yaba Lagos
5240,Flat / Apartment for rent Pedro Road Gbagada Lagos," 1,000,000/year ",5LARK,Pedro Road Gbagada Lagos
5241,Flat / Apartment for rent Shomolu Lagos," 1,000,000/year ",9KQPW,Shomolu Lagos
5242,Flat / Apartment for rent Pedro Road Gbagada Gbagada Lagos," 1,200,000/year ",9KUKA,Pedro Road Gbagada Gbagada Lagos
5243,Flat / Apartment for rent Jacob Street Fadeyi Shomolu Lagos," 800,000/year ",3KWHD,Jacob Street Fadeyi Shomolu Lagos
5244,Flat / Apartment for rent Moroco Area Shomolu Lagos," 900,000/year ",9KTSQ,Moroco Area Shomolu Lagos
5245,Flat / Apartment for rent  Shomolu Lagos," 1,000,000/year ",2KQPW,Shomolu Lagos
5246,Flat / Apartment for rent Pedro Road Gbagada Gbagada Lagos," 1,000,000/year ",6KRZH,Pedro Road Gbagada Gbagada Lagos
5247,Flat / Apartment for rent Akoka Yaba Lagos," 1,700,000/year ",5KTYK,Akoka Yaba Lagos
5248,Flat / Apartment for rent ONIRU Victoria Island Lagos," 10,000,000/year ",2LARV,Oniru Victoria Island Lagos
5249,Flat / Apartment for rent Yaba Lagos," 850,000/year ",5KSSH,Yaba Lagos
5250,Flat / Apartment for rent Akoka Yaba Lagos," 1,000,000/year ",2KSUL,Akoka Yaba Lagos
5251,Flat / Apartment for rent Salem Lekki Phase 1 Lekki Lagos," 2,200,000/year ",2LBSF,Salem Lekki Phase 1 Lekki Lagos
5252,Flat / Apartment for rent Alagomeji Yaba Lagos," 6,500,000/year ",8LAZM,Alagomeji Yaba Lagos
5253,Flat / Apartment for rent Abiodun Area Shomolu Lagos," 900,000/year ",1KQFA,Abiodun Area Shomolu Lagos
5254,Flat / Apartment for rent Airport Road(Ikeja) Ikeja Lagos," 1,600,000/year ",4LAPZ,Airport Road(ikeja) Ikeja Lagos
5255,Flat / Apartment for rent Pedro Road Shomolu Gbagada Lagos," 2,800,000/year ",7LARW,Pedro Road Shomolu Gbagada Lagos
5256,4 bedroom Flat / Apartment for rent Abgonyin Via Adelabu Surulere Bode Thomas Surulere Lagos," 5,000,000/year ",3LBSJ,Abgonyin Via Adelabu Surulere Bode Thomas Surulere Lagos
5257,Flat / Apartment for rent Iwaya Yaba Lagos," 800,000/year ",9KRZG,Iwaya Yaba Lagos
5258,Flat / Apartment for rent Parkview Estate Ikoyi Lagos," 6,000,000/year ",5LARX,Parkview Estate Ikoyi Lagos
5259,Flat / Apartment for rent Fola Agoro Yaba Lagos," 700,000/year ",0KUZE,Fola Agoro Yaba Lagos
5260,Flat / Apartment for rent Akoka Yaba Lagos," 1,500,000/year ",1KWKE,Akoka Yaba Lagos
5261,Flat / Apartment for rent Onike Ajayi Street Yaba Lagos," 600,000/year ",3KQPX,Onike Ajayi Street Yaba Lagos
5262,Flat / Apartment for rent Off Waec Jibowu Yaba Lagos," 2,800,000/year ",9KPEY,Off Waec Jibowu Yaba Lagos
5263,Flat / Apartment for rent Off Bajulaiye Road Shomolu Lagos," 1,300,000/year ",4KRUD,Off Bajulaiye Road Shomolu Lagos
5264,2 bedroom Commercial Property for rent Akoka Yaba Lagos," 2,500,000/year ",4LCZS,Akoka Yaba Lagos
5265,Flat / Apartment for rent Idado Lekki Lagos," 800,000/year ",2KTRG,Idado Lekki Lagos
5266,3 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 3,000,000/year ",1KZJF,Ologolo Lekki Lagos
5267,3 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 3,000,000/year ",1KZJF,Ologolo Lekki Lagos
5268,2 bedroom Flat / Apartment for rent Therra Peace Zone Sangotedo Ajah Lagos," 1,200,000/year ",0LDEX,Therra Peace Zone Sangotedo Ajah Lagos
5269,Flat / Apartment for rent Igbo-efon Lekki Lagos," 900,000/year ",9LDEV,Igbo Efon Lekki Lagos
5270,Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 1,300,000/year ",5LDEV,Lekki Phase 1 Lekki Lagos
5271,3 bedroom Flat / Apartment for rent Ikota Villa Lekki Lagos," 2,000,000/year ",2LDEC,Ikota Villa Lekki Lagos
5272,2 bedroom Flat / Apartment for rent Lbs Sangotedo Lagos," 3,000,000/year ",0LDEB,Lbs Sangotedo Lagos
5273,3 bedroom Flat / Apartment for rent Ikeja GRA Ikeja Lagos," 9,000,000/year ",1LBAU,Ikeja Gra Ikeja Lagos
5274,2 bedroom Commercial Property for rent Alapere Kosofe/Ikosi Lagos," 1,700,000/year ",2LDDX,Alapere Kosofe Ikosi Lagos
5275,2 bedroom House for rent Ologolo Lekki Lagos," 3,000,000/year ",5LDDN,Ologolo Lekki Lagos
5276,"2 bedroom Flat / Apartment for rent By Pinnacle, Lekki Phase 1 Lekki Lagos"," 4,500,000/year ",4LDDL,"By Pinnacle, Lekki Phase 1 Lekki Lagos"
5277,3 bedroom Flat / Apartment for rent Royal Palm Will Badore Ajah Lagos," 1,500,000/year ",7LDDD,Royal Palm Will Badore Ajah Lagos
5278,Flat / Apartment for rent Palmgroove Shomolu Lagos," 850,000/year ",2LDDE,Palmgroove Shomolu Lagos
5279,Flat / Apartment for rent Sunny Villa Badore Ajah Lagos," 500,000/year ",9LDDC,Sunny Villa Badore Ajah Lagos
5280,2 bedroom House for rent Unity Estate Badore Ajah Lagos," 1,300,000/year ",3LDDA,Unity Estate Badore Ajah Lagos
5281,2 bedroom House for rent Near Blenco Ado Ajah Lagos," 3,000,000/year ",5LDCZ,Near Blenco Ado Ajah Lagos
5282,3 bedroom Flat / Apartment for rent Ajao Estate Anthony Village Maryland Lagos," 4,000,000/year ",7LDCY,Ajao Estate Anthony Village Maryland Lagos
5283,1 bedroom Flat / Apartment for rent Badore Ajah Lagos," 750,000/year ",6LDCQ,Badore Ajah Lagos
